id_Producto,Cantidad_de_repeticiones
19791,1
21643,1
3504,1
5283,1
33418,1
12061,1
27738,1
39271,1
21856,1
42573,1
8949,1
4747,1
25799,1
11517,1
4869,1
49342,1
1611,1
17682,1
4741,1
7454,1
2548,1
48830,1
11931,1
47522,1
10773,1
15481,1
39795,1
44617,1
35790,1
6479,1
17961,1
5687,1
45458,1
6421,1
21812,1
2355,1
19949,1
44974,1
30455,1
7210,1
10720,1
5852,1
10440,1
42919,1
20956,1
24648,1
34488,1
15435,1
43921,1
34316,1
24104,1
17523,1
12744,1
34833,1
22190,1
37582,1
5721,1
11649,1
13492,1
45827,1
29455,1
17354,1
7475,1
6143,1
41654,1
33603,1
7566,1
34933,1
34143,1
38668,1
25943,1
3477,1
7196,1
28839,1
38589,1
19015,1
1262,1
30267,1
12177,1
30578,1
3971,1
48191,1
48372,1
30739,1
25820,1
45770,1
193,1
39342,1
44033,1
14561,1
48764,1
8742,1
47266,1
26980,1
18324,1
41619,1
2617,1
36460,1
39779,1
25752,1
10445,1
26744,1
26778,1
46074,1
23120,1
3555,1
31705,1
2045,1
18832,1
42588,1
45473,1
35114,1
19740,1
26401,1
33954,1
47237,1
12054,1
32361,1
42682,1
14930,1
9813,1
26441,1
12417,1
92,1
19914,1
29775,1
36739,1
35961,1
27484,1
42753,1
33191,1
21722,1
13000,1
47377,1
31125,1
13321,1
31532,1
24888,1
39932,1
38769,1
44835,1
36080,1
49571,1
42572,1
15434,1
848,1
20905,1
16950,1
1506,1
34352,1
32659,1
33999,1
38348,1
45959,1
46317,1
32965,1
12085,1
4437,1
32582,1
19210,1
27536,1
11902,1
40112,1
23511,1
45151,1
10979,1
29639,1
32473,1
17351,1
31396,1
49597,1
30655,1
20141,1
11518,1
43360,1
25680,1
43282,1
772,1
12736,1
9982,1
20275,1
4719,1
30780,1
24560,1
42192,1
43425,1
48294,1
17057,1
34250,1
507,1
29018,1
30959,1
37585,1
43801,1
37689,1
30341,1
43877,1
24566,1
18741,1
48897,1
49348,1
47453,1
29485,1
45380,1
36917,1
15301,1
32060,1
14672,1
35656,1
20492,1
29547,1
34235,1
2899,1
2947,1
41209,1
41768,1
18920,1
29026,1
45661,1
3350,1
27213,1
25431,1
8486,1
923,1
46447,1
6895,1
41919,1
47166,1
39793,1
45312,1
13522,1
20338,1
9548,1
8813,1
40315,1
22303,1
9672,1
38787,1
13856,1
24421,1
24936,1
24072,1
18463,1
355,1
34972,1
30829,1
34879,1
1663,1
894,1
41188,1
13046,1
10377,1
29068,1
36593,1
27188,1
19931,1
23757,1
16922,1
19166,1
32350,1
25116,1
9157,1
31507,1
15166,1
49343,1
22693,1
49096,1
49636,1
12750,1
30054,1
13756,1
20292,1
11373,1
22869,1
2307,1
20356,1
6665,1
14208,1
17143,1
28506,1
19276,1
37847,1
25687,1
19560,1
37623,1
25473,1
20026,1
10759,1
7214,1
6223,1
5139,1
21460,1
48243,1
39999,1
12350,1
39925,1
12067,1
3662,1
48258,1
38806,1
1249,1
10997,1
30660,1
21960,1
3871,1
4407,1
36757,1
8816,1
13035,1
7122,1
18269,1
38040,1
2157,1
34868,1
21348,1
38783,1
30935,1
33482,1
3204,1
44450,1
49653,1
14694,1
38409,1
24944,1
44281,1
39503,1
23728,1
4379,1
44928,1
11537,1
8074,1
33801,1
37038,1
19133,1
30528,1
7223,1
21401,1
46221,1
20648,1
6534,1
42452,1
34121,1
36330,1
20293,1
45175,1
34527,1
38765,1
6866,1
45601,1
37676,1
4083,1
30653,1
7997,1
46441,1
27187,1
18257,1
43559,1
4826,1
43588,1
5347,1
4693,1
24305,1
37165,1
12268,1
38904,1
22287,1
41101,1
34606,1
41464,1
48329,1
33470,1
21021,1
28229,1
40473,1
48502,1
19864,1
47749,1
30207,1
45953,1
2483,1
31891,1
48508,1
10426,1
33042,1
15670,1
5842,1
32992,1
17445,1
48694,1
23227,1
39393,1
26943,1
1372,1
21130,1
2990,1
15927,1
24900,1
12490,1
3762,1
33755,1
5037,1
43898,1
23978,1
11523,1
3073,1
40523,1
16270,1
8701,1
8113,1
30986,1
37469,1
30770,1
16110,1
1448,1
28402,1
32046,1
37777,1
19808,1
7932,1
26106,1
6308,1
6394,1
38711,1
17100,1
1634,1
2739,1
26269,1
46247,1
8942,1
4425,1
28235,1
12851,1
18507,1
41758,1
11214,1
46212,1
34030,1
22160,1
27153,1
16559,1
45861,1
9745,1
19458,1
9652,1
43918,1
32232,1
48979,1
32527,1
49254,1
47951,1
47767,1
14663,1
19222,1
44158,1
30644,1
26533,1
5772,1
3739,1
8976,1
42945,1
16250,1
40293,1
13611,1
12654,1
45844,1
32014,1
22440,1
5430,1
46165,1
6171,1
16311,1
19405,1
21919,1
47607,1
31023,1
11082,1
2139,1
42148,1
17026,1
45803,1
45821,1
47462,1
21592,1
11635,1
39359,1
11939,1
17422,1
32279,1
6044,1
43046,1
29890,1
26033,1
7432,1
36938,1
43587,1
40358,1
22536,1
24108,1
46714,1
29029,1
20680,1
41469,1
12829,1
9141,1
25188,1
39873,1
16979,1
17575,1
46892,1
35827,1
12096,1
27350,1
21959,1
19545,1
35818,1
19687,1
28846,1
49219,1
26988,1
3939,1
31576,1
12677,1
42775,1
28651,1
18328,1
32633,1
12435,1
6560,1
18794,1
7372,1
37231,1
36782,1
19493,1
7473,1
28028,1
30857,1
16723,1
9241,1
15957,1
17190,1
23667,1
17810,1
42377,1
14214,1
40370,1
8991,1
37712,1
20264,1
28747,1
1184,1
43940,1
14644,1
30804,1
31255,1
28726,1
5012,1
17868,1
3649,1
18592,1
10507,1
26392,1
15112,1
42143,1
29188,1
3830,1
28501,1
48619,1
24895,1
34179,1
13528,1
33126,1
13322,1
25080,1
31665,1
7136,1
3324,1
13558,1
6395,1
34889,1
20477,1
47958,1
19067,1
28678,1
49494,1
35558,1
39151,1
3833,1
5668,1
38305,1
38917,1
15702,1
25292,1
47493,1
16038,1
6838,1
1900,1
31882,1
24331,1
38487,1
22931,1
33338,1
22685,1
44981,1
44686,1
10934,1
4076,1
32243,1
9591,1
47440,1
14102,1
14083,1
14019,1
40187,1
39777,1
32860,1
18607,1
31291,1
9775,1
12971,1
28470,1
16412,1
18862,1
6283,1
12019,1
5625,1
46552,1
7340,1
799,1
25578,1
2721,1
1860,1
36314,1
11104,1
18878,1
34033,1
37905,1
9487,1
25766,1
26846,1
34665,1
24667,1
28383,1
17488,1
10917,1
290,1
33430,1
45317,1
40438,1
28027,1
10927,1
25091,1
10100,1
4033,1
43062,1
22229,1
40970,1
10391,1
28935,1
37958,1
33374,1
49155,1
42236,1
17522,1
36378,1
10073,1
29549,1
42232,1
45026,1
39906,1
42727,1
13616,1
40357,1
46954,1
24877,1
46566,1
8391,1
45136,1
20480,1
8227,1
3138,1
30270,1
4611,1
41413,1
32531,1
381,1
16090,1
1270,1
49230,1
1088,1
33411,1
12603,1
28855,1
40667,1
10764,1
34757,1
38901,1
5121,1
25203,1
12680,1
21794,1
17210,1
14524,1
13312,1
32576,1
47047,1
28787,1
25073,1
2375,1
13604,1
18453,1
1586,1
2233,1
3625,1
47241,1
6461,1
41353,1
49466,1
841,1
33196,1
4725,1
41115,1
49019,1
9399,1
19900,1
18190,1
33142,1
15157,1
26542,1
38301,1
5783,1
34628,1
23918,1
26816,1
43835,1
4203,1
18647,1
43543,1
43431,1
10609,1
23379,1
27119,1
28192,1
37701,1
14415,1
48558,1
25792,1
1789,1
27384,1
42712,1
23699,1
27858,1
15203,1
20449,1
39260,1
8222,1
7404,1
3656,1
38702,1
40911,1
783,1
27193,1
2117,1
30880,1
39025,1
26788,1
27468,1
49523,1
29505,1
4680,1
37230,1
16571,1
28850,1
7846,1
26626,1
751,1
19124,1
10748,1
23902,1
42070,1
35476,1
23371,1
22936,1
44999,1
20326,1
28319,1
38673,1
37981,1
47069,1
27752,1
3028,1
22394,1
32132,1
25411,1
35533,1
13376,1
10806,1
13583,1
49292,1
33459,1
33154,1
35318,1
11901,1
8810,1
22660,1
41996,1
25409,1
8040,1
7466,1
27245,1
43773,1
5833,1
41020,1
6976,1
39422,1
463,1
42559,1
45328,1
33566,1
31800,1
17647,1
25650,1
29971,1
15384,1
18063,1
13201,1
7933,1
4035,1
33838,1
16337,1
44330,1
13818,1
2185,1
29663,1
26563,1
21682,1
35380,1
43309,1
37236,1
5630,1
38864,1
46438,1
5480,1
47994,1
6054,1
41008,1
36398,1
41655,1
19494,1
37994,1
29293,1
1150,1
38692,1
947,1
12449,1
12197,1
45641,1
41938,1
10598,1
11641,1
42740,1
29283,1
22904,1
41980,1
41538,1
27169,1
28998,1
22209,1
4892,1
4154,1
6125,1
30766,1
13192,1
21071,1
23694,1
6433,1
44816,1
19573,1
40785,1
16045,1
8035,1
2224,1
7423,1
49188,1
35049,1
21599,1
8471,1
13614,1
12825,1
44515,1
6072,1
28105,1
28794,1
7927,1
32264,1
35706,1
16822,1
9331,1
33684,1
49087,1
29290,1
36111,1
47633,1
5441,1
10591,1
17577,1
5814,1
2615,1
44839,1
10097,1
7427,1
29856,1
34402,1
21188,1
40245,1
46205,1
48012,1
39385,1
48391,1
29097,1
48671,1
46502,1
31851,1
31775,1
39008,1
16746,1
32623,1
16271,1
20503,1
45797,1
23372,1
9280,1
6196,1
17855,1
15726,1
3719,1
39366,1
3984,1
5789,1
19757,1
10138,1
31854,1
9872,1
30794,1
49092,1
23984,1
3214,1
18118,1
32808,1
38780,1
17930,1
16944,1
44186,1
9841,1
27285,1
46821,1
17965,1
33656,1
41292,1
45474,1
40748,1
18574,1
38955,1
32766,1
32262,1
5059,1
6988,1
42798,1
29769,1
15932,1
9335,1
7309,1
14041,1
31013,1
8672,1
35485,1
8890,1
43302,1
43334,1
5740,1
22668,1
2845,1
3311,1
35638,1
1178,1
10228,1
5573,1
33778,1
9158,1
37026,1
6249,1
45853,1
19574,1
27054,1
8533,1
15714,1
27989,1
5081,1
12277,1
46715,1
1419,1
24509,1
48521,1
21486,1
48670,1
41675,1
31797,1
5733,1
40653,1
5088,1
9877,1
12510,1
32335,1
40901,1
249,1
5775,1
22984,1
49204,1
19018,1
18733,1
21379,1
686,1
9931,1
21,1
34485,1
21609,1
1036,1
2000,1
44387,1
13450,1
29469,1
49613,1
41756,1
45558,1
37893,1
12393,1
20897,1
31868,1
4599,1
2991,1
13099,1
370,1
32073,1
15974,1
4148,1
1479,1
11395,1
44348,1
35256,1
13419,1
14440,1
22045,1
35438,1
38869,1
1535,1
18402,1
7876,1
3786,1
37239,1
3004,1
38363,1
25448,1
40957,1
973,1
21250,1
10055,1
23577,1
43454,1
12985,1
34028,1
44416,1
27088,1
47939,1
38972,1
27338,1
43578,1
27190,1
22020,1
45874,1
24088,1
36054,1
37597,1
35062,1
13158,1
35634,1
24788,1
25914,1
31167,1
5099,1
20373,1
32025,1
11218,1
38220,1
22181,1
31490,1
2652,1
40801,1
31984,1
18562,1
11648,1
18929,1
19531,1
12298,1
31250,1
42,1
19399,1
19364,1
25565,1
905,1
15339,1
11146,1
47255,1
40995,1
38907,1
44619,1
8122,1
7048,1
24692,1
38878,1
20950,1
32834,1
39830,1
10030,1
33146,1
805,1
17039,1
28096,1
15990,1
646,1
1936,1
19681,1
37916,1
41015,1
16352,1
13024,1
16360,1
38733,1
11809,1
38708,1
13728,1
7098,1
21565,1
47051,1
18350,1
23514,1
7052,1
19926,1
34384,1
46907,1
26681,1
18754,1
20963,1
18942,1
16814,1
38989,1
2177,1
4815,1
45218,1
11904,1
15940,1
35139,1
42914,1
21892,1
19903,1
37910,1
2347,1
40094,1
29741,1
19833,1
23759,1
708,1
19663,1
26581,1
49529,1
21228,1
6896,1
36245,1
1331,1
1029,1
26198,1
44559,1
48051,1
23780,1
30374,1
12433,1
38661,1
14683,1
15970,1
2419,1
12224,1
20894,1
40962,1
46141,1
7752,1
27347,1
43097,1
33681,1
38776,1
41792,1
33581,1
31331,1
4014,1
36610,1
21547,1
11177,1
40491,1
10419,1
5159,1
4573,1
5104,1
29367,1
3517,1
11267,1
43013,1
8677,1
27150,1
2801,1
36628,1
44700,1
32216,1
39733,1
27732,1
29571,1
3347,1
9443,1
49170,1
26408,1
5701,1
49399,1
27828,1
4765,1
24627,1
46119,1
48232,1
32944,1
32278,1
42272,1
37621,1
40539,1
38075,1
17534,1
13246,1
7062,1
22621,1
25966,1
4523,1
17124,1
49052,1
3086,1
13001,1
35630,1
30322,1
31309,1
35650,1
10928,1
38597,1
3189,1
21597,1
6364,1
46653,1
27042,1
20911,1
32761,1
12526,1
9904,1
30083,1
45439,1
39524,1
720,1
29832,1
41086,1
28815,1
9093,1
2018,1
24277,1
8124,1
3950,1
11920,1
16599,1
29445,1
32421,1
21217,1
8984,1
35265,1
14946,1
43746,1
44333,1
23048,1
30940,1
28119,1
17447,1
8445,1
19293,1
25950,1
24212,1
38211,1
21632,1
542,1
33555,1
9734,1
9031,1
38691,1
28996,1
30259,1
18032,1
27005,1
40823,1
31424,1
14367,1
44073,1
32574,1
24500,1
29629,1
45834,1
34011,1
29749,1
1580,1
10119,1
37913,1
7248,1
24495,1
29361,1
16929,1
45306,1
48986,1
10512,1
41300,1
25845,1
306,1
23875,1
38550,1
23725,1
21720,1
11293,1
36068,1
30032,1
29682,1
9234,1
30685,1
31810,1
36814,1
26099,1
1954,1
8892,1
36819,1
43716,1
17612,1
46794,1
136,1
14340,1
15538,1
11332,1
44150,1
38862,1
35861,1
46710,1
13207,1
14402,1
30452,1
47041,1
45995,1
27009,1
30100,1
10064,1
18506,1
27103,1
45304,1
9246,1
41279,1
14760,1
25524,1
18575,1
31494,1
44993,1
26330,1
2300,1
14081,1
28940,1
29357,1
20402,1
26158,1
17843,1
19187,1
21688,1
13482,1
30346,1
14178,1
39586,1
18053,1
34719,1
31708,1
19907,1
24479,1
28128,1
42937,1
12205,1
29261,1
6056,1
30969,1
35215,1
23463,1
24770,1
6520,1
31652,1
27387,1
49231,1
39111,1
20214,1
4752,1
16331,1
31135,1
37989,1
41992,1
47908,1
4969,1
12615,1
16980,1
22848,1
35876,1
25786,1
17109,1
49367,1
5500,1
34189,1
28777,1
40382,1
18101,1
6409,1
7670,1
18478,1
8502,1
27329,1
48959,1
40860,1
7072,1
7985,1
15052,1
6547,1
14953,1
37126,1
36419,1
9452,1
21065,1
35443,1
9764,1
18028,1
19973,1
8618,1
39725,1
10820,1
28001,1
4222,1
19666,1
6378,1
39068,1
29823,1
11743,1
10056,1
31753,1
48804,1
5036,1
4805,1
43541,1
9263,1
36824,1
44627,1
7367,1
3228,1
26892,1
32123,1
10865,1
27998,1
43159,1
47384,1
24556,1
41851,1
20102,1
33449,1
8438,1
35781,1
35253,1
9847,1
11528,1
6148,1
40035,1
13622,1
6996,1
29888,1
47671,1
44794,1
39187,1
32065,1
37456,1
37056,1
40843,1
27914,1
5888,1
32318,1
7849,1
11297,1
30136,1
45399,1
14798,1
28742,1
9549,1
47819,1
42079,1
2291,1
35324,1
21735,1
3853,1
34762,1
1974,1
25068,1
12266,1
43836,1
19289,1
44530,1
36311,1
44235,1
28496,1
25863,1
42530,1
15729,1
15561,1
35272,1
42892,1
34150,1
44198,1
39516,1
3312,1
22917,1
30445,1
27987,1
6206,1
6365,1
25402,1
34811,1
17405,1
42247,1
4017,1
19361,1
47487,1
38913,1
17024,1
7793,1
17521,1
17502,1
22171,1
31107,1
20499,1
32055,1
25061,1
31137,1
23173,1
22764,1
5952,1
26012,1
19642,1
23261,1
45587,1
21446,1
25383,1
7036,1
38882,1
9600,1
16969,1
4857,1
14572,1
28486,1
9142,1
40098,1
20559,1
38700,1
18153,1
12522,1
173,1
10033,1
48133,1
5032,1
13144,1
41309,1
2448,1
27166,1
13410,1
37379,1
1748,1
4627,1
10645,1
17643,1
48184,1
43186,1
13781,1
10818,1
10322,1
15882,1
45882,1
21826,1
10379,1
608,1
25778,1
16557,1
23975,1
47857,1
19810,1
20507,1
23813,1
3159,1
4228,1
46918,1
24080,1
40822,1
49641,1
12396,1
41518,1
47673,1
32586,1
46385,1
22056,1
22154,1
33033,1
27276,1
29033,1
48331,1
2737,1
33346,1
11483,1
4459,1
39290,1
28112,1
24230,1
33743,1
21923,1
37599,1
32529,1
2715,1
45086,1
19540,1
36049,1
18216,1
36341,1
38296,1
35713,1
5092,1
45926,1
29099,1
36474,1
12649,1
25241,1
24164,1
17507,1
30080,1
46499,1
38410,1
15637,1
19456,1
34157,1
12739,1
6445,1
16858,1
46860,1
32960,1
6432,1
1602,1
37523,1
9349,1
5318,1
27018,1
26144,1
19397,1
19489,1
25416,1
33001,1
7005,1
18965,1
6919,1
12759,1
45967,1
8899,1
9046,1
26941,1
1797,1
12098,1
15338,1
33609,1
37769,1
44886,1
4745,1
10855,1
6596,1
44095,1
6717,1
2873,1
44496,1
12137,1
45340,1
18825,1
41778,1
10319,1
46185,1
30410,1
26543,1
2253,1
39045,1
42915,1
22592,1
35471,1
36102,1
6115,1
27337,1
11470,1
14038,1
38994,1
42293,1
20094,1
30712,1
20552,1
15376,1
10785,1
7311,1
236,1
31935,1
25631,1
11503,1
35922,1
39978,1
17446,1
45385,1
12286,1
3915,1
36499,1
39357,1
34414,1
31290,1
3005,1
9891,1
26594,1
39743,1
36394,1
11393,1
11730,1
7465,1
5610,1
43944,1
37559,1
36871,1
61,1
27132,1
439,1
20918,1
25847,1
17690,1
47511,1
45678,1
47240,1
13677,1
45949,1
8168,1
1740,1
33794,1
12214,1
18424,1
40517,1
6504,1
9250,1
40205,1
11617,1
1265,1
29400,1
34396,1
48815,1
20372,1
35632,1
36996,1
23435,1
3572,1
32581,1
34212,1
22642,1
27609,1
37921,1
36303,1
31097,1
10923,1
37914,1
36720,1
9936,1
11655,1
13160,1
15101,1
8973,1
26108,1
3726,1
21074,1
42673,1
42616,1
39209,1
23101,1
45720,1
22605,1
2975,1
45986,1
32840,1
39257,1
14264,1
26202,1
34983,1
25096,1
2931,1
22804,1
42025,1
14654,1
40840,1
4934,1
1672,1
44452,1
573,1
5669,1
15321,1
29977,1
23578,1
39401,1
40247,1
2189,1
44208,1
24439,1
27165,1
22215,1
17753,1
28070,1
45727,1
24163,1
21382,1
10973,1
31834,1
43079,1
33335,1
22095,1
43844,1
47638,1
48984,1
34558,1
29588,1
34724,1
5758,1
31916,1
23983,1
19153,1
28423,1
5567,1
4139,1
3089,1
46835,1
44148,1
44050,1
41513,1
41511,1
7366,1
35322,1
39829,1
17816,1
24775,1
7609,1
38059,1
47549,1
21738,1
35862,1
6755,1
20610,1
7307,1
8131,1
2219,1
27234,1
34039,1
44606,1
31552,1
12520,1
28943,1
44114,1
32116,1
37342,1
22063,1
26179,1
22841,1
22775,1
46009,1
48114,1
23591,1
37741,1
47554,1
10094,1
2880,1
18715,1
23281,1
48972,1
45585,1
21058,1
23394,1
48336,1
43976,1
5345,1
25873,1
5633,1
38326,1
4490,1
38339,1
42792,1
13894,1
26059,1
33849,1
2836,1
42666,1
21422,1
46291,1
9435,1
46791,1
36248,1
32551,1
23326,1
41737,1
11965,1
41945,1
21950,1
45651,1
12181,1
29813,1
42826,1
4640,1
30879,1
22439,1
34771,1
16777,1
49289,1
47913,1
42880,1
3797,1
40440,1
7459,1
15244,1
32977,1
35492,1
25254,1
17236,1
30733,1
12198,1
31880,1
64,1
40641,1
15437,1
31788,1
10174,1
24383,1
3785,1
3673,1
15298,1
22575,1
45552,1
33629,1
13937,1
25649,1
6067,1
44909,1
6603,1
32431,1
37491,1
10458,1
40994,1
12997,1
17967,1
42311,1
21440,1
5458,1
10118,1
16471,1
46537,1
36986,1
46015,1
42600,1
8946,1
27110,1
26824,1
28143,1
17554,1
40122,1
9680,1
38245,1
32634,1
40265,1
21231,1
20990,1
40471,1
37977,1
9269,1
46093,1
48457,1
26212,1
20030,1
11780,1
26613,1
3095,1
44535,1
37934,1
20272,1
43481,1
7525,1
24171,1
17068,1
24148,1
27842,1
38463,1
38660,1
19743,1
6868,1
43177,1
40138,1
19285,1
29415,1
27991,1
30799,1
20055,1
49237,1
28133,1
29343,1
49121,1
10515,1
17667,1
18817,1
26598,1
35366,1
33600,1
16477,1
46664,1
12988,1
25420,1
8845,1
34571,1
31033,1
37161,1
26260,1
36381,1
10124,1
49662,1
34929,1
42166,1
36692,1
21885,1
12485,1
25748,1
18034,1
17402,1
38863,1
31873,1
40528,1
27637,1
30847,1
19568,1
2303,1
7965,1
23692,1
38177,1
36279,1
6925,1
41993,1
24803,1
28565,1
5118,1
47214,1
22052,1
16809,1
8170,1
37844,1
15911,1
40066,1
27724,1
26951,1
23386,1
42539,1
44511,1
26840,1
23564,1
10611,1
13327,1
9686,1
32208,1
20107,1
13364,1
30443,1
17607,1
48814,1
36582,1
24886,1
39668,1
35009,1
26966,1
46571,1
20136,1
34997,1
9011,1
36108,1
19553,1
18044,1
32970,1
20405,1
4255,1
43293,1
14352,1
18554,1
16092,1
23397,1
40425,1
47688,1
46604,1
9768,1
37889,1
25957,1
4908,1
6559,1
22119,1
11601,1
42303,1
46577,1
21900,1
11208,1
12856,1
35937,1
23656,1
13266,1
40284,1
31468,1
9408,1
31456,1
14407,1
47921,1
5773,1
26222,1
3570,1
26398,1
12160,1
21152,1
31069,1
7209,1
42634,1
36520,1
30182,1
9429,1
9665,1
28406,1
23179,1
26849,1
21551,1
60,1
19010,1
24548,1
24459,1
27588,1
24146,1
25201,1
15149,1
46219,1
27219,1
9197,1
14822,1
42584,1
38137,1
40527,1
4709,1
12327,1
40899,1
31436,1
6540,1
6444,1
28367,1
42759,1
39590,1
5629,1
16963,1
2438,1
33040,1
36622,1
20229,1
32510,1
4919,1
19961,1
45172,1
34399,1
48010,1
8134,1
526,1
3933,1
30568,1
18737,1
8026,1
9667,1
3521,1
18731,1
39471,1
24143,1
22615,1
19486,1
7530,1
47768,1
43576,1
30738,1
13886,1
29338,1
13529,1
40170,1
17790,1
17120,1
15158,1
7100,1
44463,1
29174,1
18470,1
29782,1
39343,1
48152,1
14192,1
10046,1
29258,1
34455,1
40130,1
40783,1
2490,1
38614,1
47319,1
19330,1
24941,1
31682,1
38631,1
41318,1
426,1
11245,1
25605,1
9944,1
20225,1
5453,1
9865,1
35480,1
23561,1
26896,1
19783,1
9814,1
36494,1
10344,1
44891,1
35671,1
22898,1
7119,1
6397,1
31197,1
39983,1
25109,1
34710,1
35479,1
20224,1
28305,1
25290,1
16964,1
17106,1
23402,1
29060,1
27878,1
182,1
11041,1
422,1
37243,1
29306,1
37272,1
24366,1
5170,1
20203,1
14797,1
16077,1
38366,1
32430,1
26996,1
31879,1
2479,1
31833,1
39227,1
404,1
21797,1
32688,1
26918,1
48321,1
27975,1
27099,1
3606,1
23942,1
29535,1
40209,1
1885,1
13613,1
43906,1
11700,1
5252,1
43243,1
43096,1
20342,1
38492,1
3149,1
49687,1
7191,1
27986,1
25573,1
19795,1
4351,1
40197,1
16248,1
5417,1
6038,1
26808,1
32591,1
18298,1
10871,1
41525,1
4144,1
16243,1
14526,1
4191,1
27603,1
12005,1
7720,1
7426,1
28154,1
30491,1
41265,1
21578,1
16693,1
14189,1
14375,1
13105,1
8825,1
23365,1
28108,1
32186,1
6582,1
39644,1
24094,1
38830,1
8476,1
49623,1
4199,1
26947,1
15299,1
861,1
39058,1
23349,1
38973,1
5317,1
2296,1
19315,1
13561,1
7106,1
48673,1
21866,1
42591,1
30437,1
3182,1
24896,1
35644,1
33150,1
47389,1
12434,1
16651,1
9181,1
11779,1
6542,1
26637,1
46772,1
43228,1
8005,1
9980,1
16716,1
15491,1
707,1
19755,1
48242,1
30625,1
47422,1
20464,1
24916,1
31131,1
26379,1
22039,1
31752,1
39976,1
36320,1
31191,1
1353,1
26584,1
14153,1
36827,1
19388,1
46451,1
19527,1
42923,1
3437,1
19329,1
30501,1
28949,1
49223,1
18163,1
431,1
48955,1
21254,1
21772,1
46943,1
25267,1
19832,1
31751,1
27563,1
8642,1
36174,1
10571,1
3735,1
48718,1
47869,1
46874,1
25319,1
46211,1
21441,1
29279,1
16451,1
32929,1
13880,1
25429,1
43247,1
25643,1
37202,1
20934,1
18755,1
17973,1
19524,1
40984,1
8171,1
2104,1
12812,1
16009,1
42783,1
10293,1
840,1
8566,1
48654,1
25049,1
34808,1
33047,1
4322,1
25333,1
18520,1
20805,1
39248,1
35307,1
3955,1
32458,1
32654,1
10593,1
34736,1
34566,1
32268,1
22484,1
5361,1
35754,1
24918,1
47581,1
43023,1
28082,1
36055,1
32089,1
49483,1
48905,1
23003,1
36781,1
17292,1
40617,1
5174,1
35327,1
45824,1
8334,1
25127,1
27929,1
43880,1
37502,1
5310,1
9975,1
26610,1
3201,1
15089,1
33962,1
26449,1
47007,1
42602,1
11602,1
20716,1
20516,1
36876,1
26235,1
45213,1
16812,1
46084,1
32669,1
13007,1
42375,1
33714,1
39637,1
21437,1
36391,1
49486,1
37791,1
46171,1
43075,1
37575,1
13777,1
26102,1
1632,1
22216,1
35239,1
25731,1
3975,1
7235,1
18874,1
27082,1
40679,1
33826,1
13615,1
20096,1
42624,1
5600,1
13334,1
18707,1
6523,1
26445,1
39064,1
41530,1
12351,1
26101,1
49357,1
13690,1
13584,1
44942,1
39811,1
233,1
24638,1
35300,1
35854,1
27121,1
41626,1
45658,1
39789,1
40791,1
8001,1
15821,1
44509,1
7959,1
2182,1
49286,1
37451,1
25369,1
10299,1
18086,1
17211,1
44836,1
43042,1
23996,1
13735,1
17822,1
42545,1
42198,1
49428,1
15230,1
7869,1
10422,1
42645,1
11588,1
11938,1
48644,1
26705,1
44732,1
46468,1
26671,1
10090,1
26016,1
7616,1
46140,1
28661,1
39788,1
31568,1
32147,1
25270,1
30626,1
23478,1
