{Organic Yellow Onion} => {Bag of Organic Bananas}: 1.000
{Organic Coconut Milk} => {Bag of Organic Bananas}: 1.000
{Limes, Organic Lemon} => {Organic Strawberries}: 1.000
{Limes, Organic Baby Spinach} => {Organic Cilantro}: 1.000
{Limes, Organic Raspberries} => {Organic Baby Spinach}: 1.000
{Organic Baby Spinach, Organic Strawberries} => {Limes}: 1.000
{Organic Large Extra Fancy Fuji Apple} => {Bag of Organic Bananas}: 1.000
{Bag of Organic Bananas, Organic Large Extra Fancy Fuji Apple} => {Organic Strawberries}: 1.000
{Organic Large Extra Fancy Fuji Apple, Organic Strawberries} => {Bag of Organic Bananas}: 1.000
{Organic Large Extra Fancy Fuji Apple} => {Bag of Organic Bananas}: 1.000
{Bag of Organic Bananas, Organic Large Extra Fancy Fuji Apple} => {Organic Strawberries}: 1.000
{Organic Large Extra Fancy Fuji Apple, Organic Strawberries} => {Bag of Organic Bananas}: 1.000
{Organic Baby Spinach, Organic Raspberries} => {Large Lemon}: 1.000
{Organic Baby Spinach, Organic Hass Avocado} => {Organic Raspberries}: 1.000
{Bag of Organic Bananas, Organic Strawberries} => {Organic Hass Avocado}: 1.000
{Organic Raspberries, Organic Strawberries} => {Bag of Organic Bananas}: 1.000
{Banana, Organic Baby Spinach} => {Organic Strawberries}: 0.800
{Banana, Organic Baby Spinach} => {Limes}: 0.800
{Organic Baby Spinach, Organic Strawberries} => {Limes}: 0.800
{Limes, Organic Baby Spinach} => {Organic Strawberries}: 0.750
{Organic Garlic} => {Organic Baby Spinach, Organic Strawberries}: 0.750
{Limes, Organic Strawberries} => {Organic Baby Spinach}: 0.750
{Organic Baby Spinach, Organic Strawberries} => {Limes}: 0.750
{Organic Baby Spinach, Organic Strawberries} => {Banana}: 0.750
{Limes, Organic Baby Spinach, Organic Strawberries} => {Banana}: 0.750
{Banana, Limes} => {Organic Strawberries}: 0.750
{Banana, Organic Baby Spinach, Organic Strawberries} => {Organic Garnet Sweet Potato (Yam)}: 0.750
{Banana, Limes, Organic Baby Spinach} => {Organic Strawberries}: 0.750
{Bag of Organic Bananas, Organic Hass Avocado} => {Organic Strawberries}: 0.750
{Organic Hass Avocado, Organic Strawberries} => {Bag of Organic Bananas}: 0.750
{Organic Lemon, Organic Strawberries} => {Organic Cilantro}: 0.750
{Limes, Organic Strawberries} => {Organic Baby Spinach}: 0.750
{Organic Raspberries} => {Organic Baby Spinach}: 0.750
{Organic Baby Spinach, Organic Raspberries} => {Limes}: 0.750
{Bag of Organic Bananas, Organic Strawberries} => {Organic Large Extra Fancy Fuji Apple}: 0.750
{Organic Baby Spinach, Organic Raspberries} => {Bag of Organic Bananas}: 0.750
